District,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Crop,Water Consumption (liters/hectare),Water Availability (liters/hectare),Soil & Irrigation
Sri Ganganagar,7.370977242,2.634291618,32.45706378,13.88389885,47.12313866,Chilli,7955.05355,7699.926265,Clay-Sprinkler Irrigation
Nagaur,7.766391605,1.597236659,28.924431,27.71138314,44.9717576,Pulses,8443.310385,9215.982049,Saline-Sprinkler Irrigation
Jaipur,7.704532469,2.333313942,23.25037181,17.72400548,33.26373041,Onion,8018.848007,7953.113687,Clay-Canal Irrigation
Alwar,6.957126145,2.014898083,26.79922772,27.41871955,36.32594551,Tomato,10119.60833,9730.551919,Saline-Tube Well
Alwar,8.146030167,1.625414137,36.57754145,21.05248149,39.19790309,Sugarcane,8027.022644,8008.712839,Alkaline-Sprinkler Irrigation
Alwar,7.33609677,1.286990941,31.96936609,24.14661886,36.84174238,Cumin,13167.97689,13336.58444,Clay-Tube Well
Sri Ganganagar,7.845036838,2.543855213,33.45809288,21.36559217,35.00893871,Sugarcane,7425.755472,7757.582395,Alkaline-Tube Well
Ajmer,7.481053459,3.194185996,35.92128323,23.61413447,40.55899579,Mustard,11298.74409,11921.78615,Black lava soil-Sprinkler Irrigation
Ajmer,7.215425901,1.601443217,30.20462374,22.17470519,38.03006659,Cumin,11546.48612,11688.06174,Sandy-Drip Irrigation
Ajmer,6.728598391,1.91968444,27.57913024,15.1687684,39.12310772,Mustard,13273.22115,12619.02613,Clay-Canal Irrigation
Hanumangarh,7.290518277,1.587693995,24.70599926,16.42243507,45.60749606,Onion,10766.86566,11458.54237,Nitrogenous-Tube Well
Ajmer,7.904556395,1.575139539,27.58508037,22.65341562,36.68281921,Cotton,9473.580498,9582.590408,Chalky (Calcareous)-Sprinkler Irrigation
Jodhpur,7.223869374,1.451428175,41.45955633,29.33731002,34.1896709,Pulses,14574.80399,13996.50434,Alkaline-Canal Irrigation
Kota,7.822297716,1.808773801,20.1201835,17.14842966,34.10445893,Cotton,11279.21839,12182.77488,Alkaline-Sprinkler Irrigation
Sri Ganganagar,7.134184131,2.945220343,30.24654166,23.84419838,36.95886746,Bajra,7555.182638,7484.953906,Sandy-Drip Irrigation
Alwar,7.525830488,2.114537344,35.37159006,21.12169828,44.52008777,Fenugreek,7104.261819,6868.676063,Saline-Sprinkler Irrigation
Kota,7.956885811,1.227135107,37.94919489,22.8703561,46.99797323,Fennel,15163.94978,15951.11471,Chalky (Calcareous)-Tube Well
Jaipur,6.807006029,2.252794621,37.44556554,31.35724873,37.97801288,Wheat,7489.464053,8236.964475,Loamy-Canal Irrigation
Udaipur,7.578563959,2.088094911,26.66575642,20.98958334,36.96263856,Citrus,13588.23035,14184.6768,Black lava soil-Canal Irrigation
Udaipur,8.095949667,2.475007914,31.21502361,12.3364972,39.01859674,Tomato,7527.310611,7131.947208,Clay-Canal Irrigation
Kota,7.683373204,1.808062629,31.01140204,19.91052511,35.11799976,Coriander,13613.70108,13978.8038,Clay-Sprinkler Irrigation
Hanumangarh,6.255836323,1.670875794,32.26754356,15.08852983,40.29492111,Wheat,6487.90918,6880.542595,Sandy-Drip Irrigation
Jaipur,7.754844616,1.592800906,37.50421515,26.76400267,37.66712964,Pulses,8241.386062,8627.952151,Black lava soil-Canal Irrigation
Kota,7.495408823,1.741121276,31.0890117,22.37794218,31.26552154,Oilseeds,8623.140124,7838.507781,Saline-Drip Irrigation
Udaipur,7.604735042,1.507732975,29.97022645,23.9200139,39.05869332,Mustard,14618.42808,14198.34542,Loamy-Tube Well
Ajmer,7.392166181,1.563519455,34.40703764,23.60567681,35.4186295,Opium,9522.028581,8735.195013,Chalky (Calcareous)-Canal Irrigation
Alwar,7.098864083,1.747683129,25.98444583,16.34071346,53.60956074,Fennel,9864.564863,9311.178159,Nitrogenous-Sprinkler Irrigation
Jaipur,7.199027779,1.683384302,25.74693374,17.29496567,43.77832919,Wheat,7227.499238,6791.917731,Clay-Canal Irrigation
Jodhpur,7.55400706,1.546675727,34.78996971,23.31772809,34.86959578,Mango,8718.488342,8198.788208,Nitrogenous-Sprinkler Irrigation
Sri Ganganagar,7.840681163,1.423153859,33.77366649,20.99711993,42.36519141,Citrus,9251.044913,9812.50751,Saline-Canal Irrigation
Alwar,7.042261485,2.06322961,27.48565623,25.89432969,46.55581148,Opium,6133.059553,5279.555611,Black lava soil-Canal Irrigation
Jodhpur,8.031426847,3.168913873,25.69621599,22.67103931,36.36629048,Fennel,12329.00766,11613.74172,Black lava soil-Sprinkler Irrigation
Alwar,7.752143927,2.145482365,27.4649567,17.43049687,34.00524301,Pomegranate,5459.317,4505.257189,Nitrogenous-Sprinkler Irrigation
Nagaur,6.842279346,2.654722051,28.61555322,16.64139605,33.72919507,Mustard,6437.264173,6434.717137,Saline-Drip Irrigation
Kota,8.337429836,1.862598848,18.99378263,10.00555547,40.17014793,Mango,10606.2235,11374.15757,Black lava soil-Sprinkler Irrigation
Alwar,7.468553067,1.776061178,33.29071518,18.02358226,47.96482048,Gram,6675.294867,6942.618462,Nitrogenous-Canal Irrigation
Jaipur,7.807983503,2.518590703,25.44756648,18.77985824,41.47359626,Chilli,8479.514014,7775.001392,Clay-Sprinkler Irrigation
Udaipur,7.751372404,0.75336459,25.17167598,28.14583182,37.09108983,Opium,16342.00179,15589.09023,Nitrogenous-Sprinkler Irrigation
Udaipur,7.258170681,1.876637788,29.15790144,23.01822869,46.87305634,Bajra,11489.44244,11979.86513,Black lava soil-Canal Irrigation
Jaipur,6.878876733,1.437206443,24.51889838,19.66064309,42.15815815,Mustard,12872.89236,13647.41543,Black lava soil-Sprinkler Irrigation
Jaipur,6.223225202,1.915807539,28.36993752,21.95183097,39.23047387,Citrus,11982.04181,12353.04092,Sandy-Drip Irrigation
Jodhpur,7.305739612,2.095211945,32.24609361,17.45096653,40.17220506,Oilseeds,6141.130137,7067.119249,Chalky (Calcareous)-Sprinkler Irrigation
Jaipur,7.464439855,2.042797352,28.60813516,23.86423919,43.91579944,Bajra,13314.37491,13218.53505,Clay-Sprinkler Irrigation
Alwar,7.595788698,2.253120495,37.2365285,22.84051603,34.75172251,Fennel,11917.2482,11696.38075,Clay-Sprinkler Irrigation
Jaipur,7.186842362,2.247031959,15.72686669,15.71574067,34.3697302,Garlic,12262.9,11409.18914,Loamy-Tube Well
Sri Ganganagar,7.616393371,1.621618011,19.05039148,25.9729611,44.7919291,Cumin,9902.321956,9388.500622,Alkaline-Drip Irrigation
Sri Ganganagar,8.141397484,2.039003709,23.46111717,18.27447952,40.22031284,Pomegranate,9672.984588,9032.140808,Chalky (Calcareous)-Sprinkler Irrigation
Sri Ganganagar,7.594739911,2.503721987,23.72538666,20.92355237,44.68957769,Oilseeds,10576.85049,10694.11192,Nitrogenous-Tube Well
Jodhpur,7.571653153,1.742047343,25.37303871,11.22281051,36.52425321,Gram,14130.55864,13668.60131,Clay-Canal Irrigation
Hanumangarh,7.096811535,2.03784747,33.42794873,19.29175707,45.83185273,Cotton,14058.35972,13953.3593,Clay-Canal Irrigation
Jaipur,7.896909234,1.85131196,28.76808299,24.93188253,36.44013386,Mango,12977.27774,12286.88913,Black lava soil-Tube Well
Udaipur,7.020610772,1.323745655,22.08205805,22.06499456,38.92966151,Mustard,10055.48158,10698.92911,Black lava soil-Sprinkler Irrigation
Kota,6.997854718,1.409009002,34.97986839,16.50869076,40.62087842,Oilseeds,8123.68917,8494.871497,Chalky (Calcareous)-Canal Irrigation
Kota,7.650850004,2.087768115,20.78103208,15.54841076,39.67961118,Guava,11257.84033,10583.03555,Chalky (Calcareous)-Tube Well
Jaipur,7.754844616,1.592800906,37.50421515,26.76400267,37.66712964,Pulses,8241.386062,8627.952151,Black lava soil-Canal Irrigation
Alwar,8.527096921,2.07391037,22.9186557,16.78611809,37.70561577,Oilseeds,14257.65671,14629.68053,Saline-Sprinkler Irrigation
Jodhpur,8.251709914,1.834939953,28.94166509,16.86133047,38.55980563,Fennel,14752.6601,15223.98852,Saline-Tube Well
Sri Ganganagar,7.840681163,1.423153859,33.77366649,20.99711993,42.36519141,Citrus,9251.044913,9812.50751,Saline-Canal Irrigation
Ajmer,7.25251726,1.751213751,35.74836009,21.48288469,46.33825756,Mango,8261.508814,7814.807891,Saline-Sprinkler Irrigation
Jaipur,8.181281426,2.820307282,45.76028367,14.38252983,41.21441007,Fenugreek,12984.40947,13452.27634,Loamy-Tube Well
Kota,7.508806626,1.512316986,36.51753966,23.32351373,37.23539581,Onion,10318.04235,10793.46084,Chalky (Calcareous)-Canal Irrigation
Sri Ganganagar,7.171687965,2.436994876,30.39219623,20.91497225,35.82864328,Bajra,11862.46803,12367.23475,Loamy-Sprinkler Irrigation
Jaipur,7.872680362,2.046761748,29.18648149,15.64403485,40.36076618,Opium,13545.89218,12811.31619,Alkaline-Tube Well
Sri Ganganagar,7.375692073,2.313306819,30.22781941,23.11703569,43.51720067,Onion,14354.60731,13387.44388,Nitrogenous-Tube Well
Udaipur,7.779168212,2.928323718,27.59117014,21.62229302,30.98068604,Sugarcane,14637.84417,15511.19713,Sandy-Canal Irrigation
Jaipur,8.019189426,1.240326962,15.83922201,17.74420571,42.758704,Maize,13263.15776,13502.29087,Clay-Drip Irrigation
Hanumangarh,7.568298698,2.012692639,26.41713256,24.04797218,42.65447157,Opium,12116.36042,12663.51144,Alkaline-Drip Irrigation
Jaipur,7.050986387,1.616977399,27.69366475,8.736033026,41.67984087,Mango,10908.85768,10553.70041,Alkaline-Tube Well
Jodhpur,7.593495105,1.97786334,26.35520375,19.05492851,40.9014744,Chilli,9909.75294,10431.30299,Nitrogenous-Canal Irrigation
Ajmer,7.904556395,1.575139539,27.58508037,22.65341562,36.68281921,Cotton,9473.580498,9582.590408,Chalky (Calcareous)-Sprinkler Irrigation
Jodhpur,7.470639786,2.223268253,30.99805209,25.47089774,42.39501572,Pulses,14837.31993,15194.53706,Clay-Canal Irrigation
Nagaur,6.55016486,1.93586826,23.08329612,24.50864349,43.92073208,Fennel,10433.48021,9681.043435,Black lava soil-Canal Irrigation
Kota,7.449002642,1.578783685,33.7543639,23.27215514,44.86028483,Mango,11352.79516,10489.26951,Alkaline-Tube Well
Alwar,7.920890387,1.474389985,17.34115342,18.86446996,39.29121223,Mustard,14521.55138,13847.43275,Sandy-Drip Irrigation
Jaipur,8.051608786,2.720971201,31.09481958,15.79089184,27.82343834,Maize,6088.111344,6353.434253,Loamy-Sprinkler Irrigation
Hanumangarh,7.249869492,1.741941679,40.62278115,6.1309253,39.10190139,Cotton,13740.20433,14487.59568,Clay-Sprinkler Irrigation
Jaipur,6.644698323,1.8034549,22.16005867,12.53768865,34.99342673,Opium,7627.310715,7396.69114,Clay-Sprinkler Irrigation
Udaipur,7.26156177,2.838557935,22.6974955,25.95630341,43.37568528,Chilli,9022.719607,9012.303657,Nitrogenous-Tube Well
Bhilwara,8.048273559,0.904373074,37.67241051,25.61187109,37.70117692,Onion,10431.12896,10886.6638,Alkaline-Tube Well
Jodhpur,6.397352814,2.694882067,23.27395165,14.98280548,38.3432385,Fennel,5302.823539,5166.721426,Nitrogenous-Drip Irrigation
Sri Ganganagar,7.643477927,1.584022541,26.80858637,15.92312186,34.66882534,Cotton,10020.00476,10571.84058,Nitrogenous-Canal Irrigation
Bhilwara,7.789464324,2.230021162,37.7022062,26.2767489,36.57162541,Pulses,11406.57518,11187.31764,Sandy-Canal Irrigation
Sri Ganganagar,7.210437945,1.759583105,33.48083999,17.41153714,39.55954378,Tomato,9722.879825,9943.021044,Saline-Drip Irrigation
Alwar,7.192838428,1.645105504,34.89444779,13.14128435,48.04390428,Mustard,14648.34476,13778.1965,Sandy-Tube Well
Udaipur,7.733272656,2.673112878,32.61125318,19.51042377,51.3621736,Gram,8211.862079,8978.666709,Black lava soil-Drip Irrigation
Bhilwara,7.446902955,3.549149717,28.70912431,22.55062181,36.7531759,Cotton,11782.13899,12384.10745,Clay-Canal Irrigation
Jodhpur,7.503136578,1.234232342,35.75133698,18.9735799,45.59274972,Fenugreek,10183.38735,9587.25086,Sandy-Tube Well
Udaipur,8.671827026,2.435373322,34.74406548,20.65345012,39.29237123,Citrus,12430.03147,13226.77698,Sandy-Sprinkler Irrigation
Jodhpur,7.80162375,2.149079233,33.19330084,25.29059163,41.8380992,Mustard,6863.57029,6248.501184,Loamy-Tube Well
Alwar,6.942976775,2.129330574,31.06369888,23.91436867,37.84437215,Chilli,6549.980603,6429.088352,Nitrogenous-Drip Irrigation
Alwar,7.192838428,1.645105504,34.89444779,13.14128435,48.04390428,Mustard,14648.34476,13778.1965,Sandy-Tube Well
Jodhpur,7.669178721,1.503710997,30.10208584,12.67163071,31.15474848,Tomato,10046.85234,10957.2554,Sandy-Tube Well
Alwar,7.36353334,1.582155497,35.48610096,24.33593706,37.51322814,Chilli,13620.51432,14303.6812,Loamy-Drip Irrigation
Alwar,7.398737886,1.735851477,35.18043826,12.88512537,35.1493787,Oilseeds,11376.12703,11598.30654,Alkaline-Sprinkler Irrigation
Sri Ganganagar,7.947116387,1.616838738,28.67727051,21.82879993,30.292161,Fennel,7090.404122,7603.524009,Loamy-Canal Irrigation
Ajmer,7.349767026,1.497199312,31.80082092,17.31177121,43.27701915,Onion,10936.18871,11014.58313,Clay-Drip Irrigation
Ajmer,7.283305217,2.876597401,28.17423693,15.79753507,43.43619225,Onion,11927.85041,11650.67899,Saline-Drip Irrigation
Kota,7.435670277,2.703467373,27.57940753,24.77634619,39.80628553,Gram,7163.283217,7899.629436,Clay-Canal Irrigation
Kota,8.365160907,0.877207051,30.97701611,29.59303167,38.23367932,Wheat,7085.039933,7133.806636,Saline-Tube Well
Nagaur,7.643781953,1.417974684,28.21004783,15.70193243,35.54715595,Tomato,11587.28704,12070.91489,Sandy-Tube Well
Alwar,7.575703698,1.710524121,25.51816226,17.75652159,41.17129632,Fenugreek,13261.73045,13985.77701,Black lava soil-Tube Well
Hanumangarh,7.788536092,1.910988355,30.77577671,18.00858483,40.58794315,Oilseeds,7516.005473,7027.114524,Alkaline-Canal Irrigation
Nagaur,6.959998696,2.081398309,37.47515155,13.43515735,41.96987613,Citrus,10890.19063,10699.08668,Saline-Tube Well
Ajmer,7.499142923,2.544768292,41.82703886,12.80639949,38.87368679,Onion,10593.99207,11165.94137,Loamy-Sprinkler Irrigation
Ajmer,6.60089263,0.888212916,27.4096549,18.49509844,36.84281486,Cotton,11425.95265,12151.75252,Sandy-Tube Well
Jaipur,7.180707087,2.826654819,33.11543674,21.19928873,42.43154997,Wheat,15026.5477,15440.03019,Loamy-Sprinkler Irrigation
Kota,7.601617977,1.771183375,30.9284429,27.54565507,43.02803116,Cumin,9033.17584,9957.40999,Loamy-Tube Well
Jodhpur,7.224724034,2.158179161,25.57375657,20.90531371,46.51639019,Pomegranate,8894.338097,9807.526959,Clay-Canal Irrigation
Udaipur,8.090320456,1.686343277,30.22611354,20.25598951,37.49107904,Fenugreek,9823.318137,9427.97056,Saline-Canal Irrigation
Alwar,7.735022094,1.646187053,26.43913068,19.44667316,35.51678886,Guava,10909.23647,10440.86774,Saline-Drip Irrigation
Nagaur,7.835765586,2.76401568,34.43751984,23.80423327,40.30042997,Maize,9778.388589,10363.86693,Saline-Tube Well
Bhilwara,7.781893938,1.704302635,37.77599267,14.42733842,31.30397424,Fenugreek,7051.334138,6827.565826,Alkaline-Drip Irrigation
Ajmer,8.44609588,1.55814043,26.13485145,15.64636114,43.62295889,Gram,10428.86594,9813.976461,Chalky (Calcareous)-Canal Irrigation
Ajmer,7.542263492,2.455107892,29.08235914,13.95400644,40.28370842,Maize,6188.138355,6255.226089,Chalky (Calcareous)-Tube Well
Alwar,7.585734659,2.576324052,23.91298103,22.33975211,34.14859647,Guava,8522.951454,9029.965796,Clay-Sprinkler Irrigation
Jodhpur,6.929495745,1.944245586,25.9751676,18.06150042,37.93192167,Sugarcane,8163.19952,8807.444261,Clay-Tube Well
Hanumangarh,7.130971458,2.090625581,32.30135812,20.9742117,34.9015234,Coriander,5538.563917,6467.70442,Nitrogenous-Drip Irrigation
Udaipur,7.737583873,1.99879808,27.05364174,14.53918184,44.17375663,Garlic,8827.436799,9222.974104,Loamy-Sprinkler Irrigation
Kota,7.851571271,2.266603659,30.8270183,13.08991216,37.5819143,Bajra,13002.94129,13746.17239,Chalky (Calcareous)-Canal Irrigation
Hanumangarh,8.13042476,2.308331988,30.43986774,17.79862682,37.35500793,Sugarcane,12579.51717,11595.32163,Sandy-Canal Irrigation
Sri Ganganagar,7.227406878,3.463635046,25.02822467,15.39274488,37.17303515,Fennel,7939.937868,8142.402407,Sandy-Sprinkler Irrigation
Sri Ganganagar,7.73577119,1.084427561,23.85778084,9.622059955,39.56965154,Mango,8504.656216,7818.666717,Alkaline-Tube Well
Jaipur,7.853039457,1.878659362,24.86815396,26.15000286,35.17647287,Cotton,15160.8357,14724.52624,Nitrogenous-Drip Irrigation
Hanumangarh,8.003365036,1.214423824,35.40757043,20.18770921,45.4590267,Barley,9558.028739,9097.6075,Nitrogenous-Canal Irrigation
Udaipur,7.363794992,2.616862139,25.97452409,20.94237881,36.71655327,Barley,8961.018206,9238.911257,Sandy-Canal Irrigation
Udaipur,6.814163151,1.645279499,28.55725652,16.08123239,48.67468288,Barley,13625.99755,13089.49736,Loamy-Sprinkler Irrigation
Jodhpur,7.464889819,0.738861041,29.24016309,25.30071909,35.5312699,Tomato,11659.04084,10669.46763,Saline-Canal Irrigation
Hanumangarh,8.408377815,1.365354447,37.68078386,19.44340576,41.49542867,Citrus,5480.118817,5419.518619,Clay-Canal Irrigation
Jaipur,7.397561668,2.015697933,38.03789153,19.89719721,41.44591837,Chilli,11139.65533,11496.05058,Clay-Canal Irrigation
Alwar,7.735022094,1.646187053,26.43913068,19.44667316,35.51678886,Guava,10909.23647,10440.86774,Saline-Drip Irrigation
Jodhpur,6.397352814,2.694882067,23.27395165,14.98280548,38.3432385,Fennel,5302.823539,5166.721426,Nitrogenous-Drip Irrigation
Nagaur,7.562950694,2.425562049,36.11927959,21.68977777,37.03879578,Pulses,15740.43146,16343.54738,Sandy-Sprinkler Irrigation
Jodhpur,7.704026423,2.275398786,32.22386904,15.87173159,40.74681741,Garlic,10458.5215,10165.59735,Saline-Sprinkler Irrigation
Hanumangarh,7.477372849,1.383449347,36.95486179,13.22014828,39.02107365,Tomato,8876.717234,8225.815106,Saline-Tube Well
Udaipur,7.259676029,3.269690811,29.80052808,12.97880217,39.32909895,Onion,10453.94558,10588.4489,Clay-Tube Well
Jaipur,6.871065922,2.365690126,32.95211031,19.28926732,41.69343659,Fenugreek,13510.47967,13385.92697,Nitrogenous-Sprinkler Irrigation
Jodhpur,7.212949662,2.26820695,35.16940527,17.96269946,44.53981157,Coriander,11475.80445,12220.69072,Loamy-Sprinkler Irrigation
Hanumangarh,7.274025314,1.605330747,29.96477507,18.92195211,38.14071059,Mustard,6889.199379,7801.751792,Black lava soil-Drip Irrigation
Alwar,7.201794296,1.850409114,34.04459635,17.07772354,36.25321155,Guava,11923.86301,12824.14065,Alkaline-Tube Well
Hanumangarh,8.409885894,1.958455336,33.24440963,17.07799512,52.26184956,Barley,8634.324787,8641.818231,Loamy-Sprinkler Irrigation
Sri Ganganagar,8.096556473,2.510757696,34.59457427,17.70171614,34.60078776,Opium,15038.43731,15299.67143,Saline-Tube Well
Jodhpur,7.409248419,0.911467477,30.89238332,27.14428854,32.62933934,Cotton,10648.63544,11361.25292,Sandy-Sprinkler Irrigation
Jaipur,7.342456634,1.714126979,31.66303755,24.66564036,38.8863965,Fennel,10463.8587,10080.5072,Saline-Drip Irrigation
Jodhpur,7.269846619,2.515124847,28.09981577,17.9760231,45.66402349,Tomato,16725.48244,15905.84176,Saline-Sprinkler Irrigation
Udaipur,7.54350824,1.481928214,34.28368711,21.99024108,41.97289993,Citrus,11118.11462,10172.8164,Clay-Canal Irrigation
Bhilwara,8.026105578,2.048717055,28.86528767,22.00000003,51.4439533,Barley,11398.0015,10741.65293,Alkaline-Canal Irrigation
Kota,6.728440886,2.082147383,40.98111571,22.46493229,39.71241123,Wheat,12586.05566,13246.68059,Clay-Drip Irrigation
Jodhpur,8.390899454,1.171688396,27.37775932,16.3234827,43.60739662,Maize,8124.720059,7536.35493,Black lava soil-Canal Irrigation
Udaipur,7.737583873,1.99879808,27.05364174,14.53918184,44.17375663,Garlic,8827.436799,9222.974104,Loamy-Sprinkler Irrigation
Alwar,8.470608718,1.560838461,28.1099605,21.15722961,43.23244769,Mustard,12394.9149,12063.69419,Black lava soil-Drip Irrigation
Sri Ganganagar,7.370977242,2.634291618,32.45706378,13.88389885,47.12313866,Chilli,7955.05355,7699.926265,Clay-Sprinkler Irrigation
Alwar,7.201794296,1.850409114,34.04459635,17.07772354,36.25321155,Guava,11923.86301,12824.14065,Alkaline-Tube Well
Udaipur,7.666359665,1.333425996,28.76332018,21.66615267,46.4957491,Fenugreek,7762.212787,6797.510383,Clay-Tube Well
Jaipur,7.110952607,2.585905072,37.49048817,15.91922505,32.72472697,Tomato,11319.77653,12068.1746,Chalky (Calcareous)-Tube Well
Jodhpur,7.931111756,1.291886472,24.24423132,5.804606703,35.95309589,Oilseeds,9623.49358,9632.879141,Saline-Sprinkler Irrigation
Bhilwara,6.966983914,1.974228896,39.56002735,25.82030076,46.74589524,Opium,5841.960732,6810.487808,Nitrogenous-Sprinkler Irrigation
Ajmer,7.974071475,1.847022784,23.81760857,26.37220114,39.52329454,Fennel,8385.900627,8458.110409,Alkaline-Canal Irrigation
Nagaur,7.788225673,1.245722016,30.92485288,22.26378176,48.53664905,Cotton,10268.31714,9304.147579,Black lava soil-Drip Irrigation
Sri Ganganagar,7.451237308,2.163905537,34.76239078,15.94553032,41.83407022,Cotton,5053.718621,5213.811904,Sandy-Canal Irrigation
Ajmer,8.263406332,2.951279103,44.32606012,15.49003675,54.12110213,Cotton,12929.81152,13807.35119,Loamy-Tube Well
Bhilwara,8.073220435,1.513310581,35.03566668,21.68072482,38.8626187,Pulses,14565.82879,14313.74759,Chalky (Calcareous)-Tube Well
Nagaur,7.016649055,1.601967931,30.51458695,8.42977967,48.36720943,Tomato,15011.75612,16011.39834,Nitrogenous-Canal Irrigation
Kota,7.636505359,0.962679981,29.54021609,20.08012641,43.97300191,Tomato,9035.197687,8186.974572,Black lava soil-Sprinkler Irrigation
Nagaur,7.562950694,2.425562049,36.11927959,21.68977777,37.03879578,Pulses,15740.43146,16343.54738,Sandy-Sprinkler Irrigation
Nagaur,6.842279346,2.654722051,28.61555322,16.64139605,33.72919507,Mustard,6437.264173,6434.717137,Saline-Drip Irrigation
Alwar,7.585734659,2.576324052,23.91298103,22.33975211,34.14859647,Guava,8522.951454,9029.965796,Clay-Sprinkler Irrigation
Udaipur,7.403195244,2.372293199,33.20973565,18.64866198,41.08859101,Chilli,12572.91885,12309.27993,Loamy-Tube Well
Sri Ganganagar,7.842081604,1.592621999,30.88075226,13.7508983,38.6738123,Chilli,10593.38773,10673.28288,Black lava soil-Canal Irrigation
Jodhpur,7.256147314,2.537166502,32.48200059,30.3753252,45.90064087,Fenugreek,10242.59925,10532.57748,Clay-Tube Well
Bhilwara,7.367822083,1.612898091,26.98687848,20.00891521,34.70394146,Wheat,12771.03884,13122.28297,Loamy-Drip Irrigation
Jodhpur,6.933607524,2.175185108,25.77837981,20.51242321,37.58586205,Wheat,8811.686999,8512.323275,Clay-Drip Irrigation
Kota,8.299160904,2.366773907,30.04391827,18.81158342,40.38304535,Pulses,10097.40363,10012.82923,Chalky (Calcareous)-Sprinkler Irrigation
Kota,6.923333798,1.156327826,21.03053751,13.22276248,36.45489521,Cumin,11583.42253,11166.92894,Clay-Drip Irrigation
Alwar,7.000779574,2.811628345,39.95685209,21.96456755,47.95201784,Wheat,13237.01182,13184.33848,Nitrogenous-Sprinkler Irrigation
Sri Ganganagar,7.435561311,1.745453097,32.42679954,15.75447575,41.52832784,Garlic,11609.33089,11335.91998,Clay-Tube Well
Kota,7.749547908,1.153864584,29.14807117,15.93588205,44.14029407,Barley,10002.79758,10673.14744,Nitrogenous-Sprinkler Irrigation
Ajmer,7.768884095,2.153194741,25.00846612,22.59396509,44.31764121,Wheat,10457.68019,9747.988571,Sandy-Sprinkler Irrigation
Ajmer,7.185481069,1.941172534,30.07513875,10.41325557,32.64436797,Fenugreek,9733.308656,9502.633933,Alkaline-Canal Irrigation
Alwar,7.483859694,2.320271468,30.61539101,19.43435974,33.50391818,Maize,9862.175812,10281.55341,Nitrogenous-Tube Well
Sri Ganganagar,7.370977242,2.634291618,32.45706378,13.88389885,47.12313866,Chilli,7955.05355,7699.926265,Clay-Sprinkler Irrigation
Bhilwara,6.960233574,2.498529678,35.63675045,14.35075071,35.88081565,Cumin,10701.52903,11502.10361,Black lava soil-Canal Irrigation
Sri Ganganagar,7.7930829,1.793793091,31.28599485,18.79667413,40.03940092,Pulses,6785.848113,6155.341107,Black lava soil-Sprinkler Irrigation
Kota,7.037055048,1.943166655,29.28170235,19.17459717,40.15879728,Fenugreek,12237.94364,11518.68503,Loamy-Sprinkler Irrigation
Jodhpur,8.031426847,3.168913873,25.69621599,22.67103931,36.36629048,Fennel,12329.00766,11613.74172,Black lava soil-Sprinkler Irrigation
Alwar,7.400902162,2.255078734,36.36285081,20.631571,37.65434573,Gram,11257.24379,11962.99237,Sandy-Tube Well
Bhilwara,7.647616288,1.880883162,27.94740759,29.09449266,45.88592482,Chilli,8232.959472,8142.228955,Alkaline-Canal Irrigation
Kota,7.347405577,2.523455897,28.32377959,13.29467643,43.71825888,Bajra,10072.25843,10460.96623,Chalky (Calcareous)-Sprinkler Irrigation
Nagaur,7.829765735,2.8832559,35.19303035,20.46579169,37.44505415,Gram,13044.74172,12915.05919,Nitrogenous-Drip Irrigation
Jaipur,7.186842362,2.247031959,15.72686669,15.71574067,34.3697302,Garlic,12262.9,11409.18914,Loamy-Tube Well
Jodhpur,6.962343803,2.838196514,25.2724656,14.23324745,45.68657271,Opium,7550.147897,7461.089437,Loamy-Sprinkler Irrigation
Jaipur,8.298698647,2.322344902,26.72615112,17.4469575,40.39957632,Tomato,9973.846375,9908.948352,Alkaline-Canal Irrigation
Jodhpur,6.933607524,2.175185108,25.77837981,20.51242321,37.58586205,Wheat,8811.686999,8512.323275,Clay-Drip Irrigation
Udaipur,7.706808129,3.067793365,31.4101711,28.25286482,36.85393925,Fennel,13331.07052,13351.72736,Black lava soil-Sprinkler Irrigation
Alwar,8.496018318,2.916948273,25.66038769,22.78568809,43.74641278,Barley,7521.343136,7939.542346,Clay-Drip Irrigation
Ajmer,7.978351593,2.258473258,28.89243369,19.88849858,36.55557229,Bajra,12010.235,12905.24169,Saline-Sprinkler Irrigation
Udaipur,7.546489623,1.765751943,26.20617371,26.75426165,36.7316043,Coriander,5507.389544,5988.223314,Saline-Tube Well
Jodhpur,8.274319648,2.160108289,36.10647473,20.6697919,39.52444176,Maize,9541.705413,9355.197256,Alkaline-Sprinkler Irrigation
Jodhpur,7.832684468,1.601931598,25.24968251,12.78197869,37.5854508,Bajra,13462.22994,14202.63,Black lava soil-Tube Well
Jodhpur,7.51221592,2.160498782,35.01118083,27.80127765,30.24198544,Citrus,7095.432379,6537.828541,Loamy-Tube Well
Jodhpur,8.69718095,3.092547448,26.56642328,28.11942496,41.91584095,Bajra,5868.969579,5650.334584,Chalky (Calcareous)-Tube Well
Sri Ganganagar,7.734270081,2.8914528,28.76329806,8.105019796,43.35024836,Sugarcane,11896.69466,11299.49667,Loamy-Tube Well
Alwar,8.40071505,1.349206009,20.73490759,19.37556557,40.07848898,Gram,12913.9162,12926.58523,Alkaline-Sprinkler Irrigation
